2018,1,1,9,-1,0
2018,1,2,11,-3,0
2018,1,3,11,1,0
2018,1,4,9,1,0
2018,1,5,7,3,4
2018,1,6,11,3,0
2018,1,7,10,1,1
2018,1,8,15,7,27
2018,1,9,9,2,0
2018,1,10,38,-4,0
2018,1,11,2,-1,0
2018,1,12,4,-6,146
2018,1,13,6,-5,0
2018,1,14,9,-1,0
2018,1,15,16,-1,0
2018,1,16,19,3,1
2018,1,17,16,8,27
2018,1,18,13,5,0
2018,1,19,14,4,0
2018,1,20,14,2,0
2018,1,21,14,1,0
2018,1,22,8,4,14
2018,1,23,9,1,0
2018,1,24,3,-2,0
2018,1,25,4,-4,0
2018,1,26,5,-3,0
2018,1,27,9,-5,0
2018,1,28,6,1,0
2018,1,29,6,2,0
2018,1,30,6,-1,0
2018,1,31,8,-4,0
2018,2,1,9,1,1
2018,2,2,10,-2,0
2018,2,3,9,1,0
2018,2,4,3,-1,0
2018,2,5,3,-3,0
2018,2,6,2,-4,0
2018,2,7,6,-4,0
2018,2,8,9,-5,0
2018,2,9,15,-3,0
2018,2,10,9,5,16
2018,2,11,6,0,0
2018,2,12,6,-1,0
2018,2,13,8,-1,0
2018,2,14,14,-2,0
2018,2,15,10,6,3
2018,2,16,8,4,0
2018,2,17,12,0,0
2018,2,18,14,-2,0
2018,2,19,8,5,16
2018,2,20,15,2,0
2018,2,21,12,6,1
2018,2,22,11,3,0
2018,2,23,13,0,0
2018,2,24,16,0,0
2018,2,25,10,7,5
2018,2,26,16,4,0
2018,2,27,17,2,0
2018,2,28,18,5,12
2018,3,1,15,6,1
2018,3,2,15,1,0
2018,3,3,12,3,7
2018,3,4,24,5,1
2018,3,5,20,9,26
2018,3,6,18,8,0
2018,3,7,18,7,0
2018,3,8,16,9,23
2018,3,9,11,4,0
2018,3,10,14,1,0
2018,3,11,17,2,0
2018,3,12,17,4,0
2018,3,13,22,7,0
2018,3,14,24,9,0
2018,3,15,21,11,2
2018,3,16,15,7,30
2018,3,17,19,3,0
2018,3,18,21,5,0
2018,3,19,17,13,10
2018,3,20,15,9,14
2018,3,21,12,9,19
2018,3,22,11,5,0
2018,3,23,16,1,0
2018,3,24,17,4,0
2018,3,25,20,5,0
2018,3,26,21,8,0
2018,3,27,23,9,0
2018,3,28,24,8,0
2018,3,29,25,9,0
2018,3,30,26,11,0
2018,3,31,24,10,0
2018,4,1,24,13,0
2018,4,2,26,12,0
2018,4,3,26,14,0
2018,4,4,25,14,0
2018,4,5,23,15,0
2018,4,6,20,11,22
2018,4,7,11,7,0
2018,4,8,15,4,0
2018,4,9,20,9,0
2018,4,10,24,10,0
2018,4,11,25,16,0
2018,4,12,27,14,0
2018,4,13,28,10,0
2018,4,14,22,16,43
2018,4,15,19,11,1
2018,4,16,21,8,0
2018,4,17,16,12,7
2018,4,18,23,10,0
2018,4,19,24,9,0
2018,4,20,27,10,0
2018,4,21,28,12,0
2018,4,22,27,15,0
2018,4,23,25,17,0
2018,4,24,22,14,122
2018,4,25,18,11,1
2018,4,26,23,8,0
2018,4,27,23,14,0
2018,4,28,27,10,0
2018,4,29,25,12,0
2018,4,30,26,15,0
2018,5,1,28,14,2
2018,5,2,21,19,42
2018,5,3,21,14,0
2018,5,4,21,13,0
2018,5,5,25,8,0
2018,5,6,21,15,16
2018,5,7,23,18,39
2018,5,8,19,15,32
2018,5,9,23,13,0
2018,5,10,26,9,0
2018,5,11,27,11,0
2018,5,12,27,13,0
2018,5,13,23,18,21
2018,5,14,28,17,0
2018,5,15,31,16,0
2018,5,16,32,17,0
2018,5,17,30,23,0
2018,5,18,29,23,24
2018,5,19,27,18,0
2018,5,20,30,17,0
2018,5,21,23,17,3
2018,5,22,28,18,0
2018,5,23,24,20,3
2018,5,24,29,16,0
2018,5,25,28,19,0
2018,5,26,25,18,5
2018,5,27,30,15,0
2018,5,28,24,21,1
2018,5,29,29,20,0
2018,5,30,30,22,0
2018,5,31,23,19,6
2018,6,1,30,16,0
2018,6,2,30,16,0
2018,6,3,28,18,0
2018,6,4,30,19,0
2018,6,5,25,20,35
2018,6,6,24,20,2
2018,6,7,29,21,0
2018,6,8,29,23,33
2018,6,9,33,23,0
2018,6,10,28,24,7
2018,6,11,25,21,12
2018,6,12,26,19,0
2018,6,13,30,16,0
2018,6,14,25,19,5
2018,6,15,30,19,1
2018,6,16,31,18,0
2018,6,17,31,20,0
2018,6,18,29,23,0
2018,6,19,25,22,101
2018,6,20,25,22,104
2018,6,21,28,21,2
2018,6,22,32,19,0
2018,6,23,25,19,39
2018,6,24,29,19,0
2018,6,25,33,19,0
2018,6,26,30,22,11
2018,6,27,31,26,0
2018,6,28,31,25,3
2018,6,29,29,22,18
2018,6,30,32,24,4
2018,7,1,35,23,1
2018,7,2,31,24,3
2018,7,3,29,24,32
2018,7,4,32,24,1
2018,7,5,28,24,42
2018,7,6,26,24,133
2018,7,7,28,22,44
2018,7,8,30,23,1
2018,7,9,34,23,0
2018,7,10,35,25,0
2018,7,11,36,24,0
2018,7,12,35,27,0
2018,7,13,35,27,0
2018,7,14,36,26,0
2018,7,15,35,26,0
2018,7,16,36,27,0
2018,7,17,35,26,0
2018,7,18,35,26,0
2018,7,19,37,26,0
2018,7,20,37,27,0
2018,7,21,35,27,0
2018,7,22,36,26,3
2018,7,23,36,27,0
2018,7,24,36,28,0
2018,7,25,37,28,0
2018,7,26,37,28,1
2018,7,27,37,27,0
2018,7,28,36,27,0
2018,7,29,29,24,31
2018,7,30,32,25,2
2018,7,31,33,26,0
2018,8,1,35,27,0
2018,8,2,36,27,0
2018,8,3,36,26,0
2018,8,4,36,27,12
2018,8,5,36,27,0
2018,8,6,36,27,5
2018,8,7,36,25,0
2018,8,8,36,26,0
2018,8,9,37,24,0
2018,8,10,36,26,0
2018,8,11,36,26,0
2018,8,12,37,28,0
2018,8,13,38,27,0
2018,8,14,37,26,0
2018,8,15,34,25,12
2018,8,16,35,25,0
2018,8,17,35,26,0
2018,8,18,34,24,0
2018,8,19,35,24,0
2018,8,20,36,24,0
2018,8,21,36,27,0
2018,8,22,35,28,0
2018,8,23,36,27,0
2018,8,24,35,28,0
2018,8,25,37,27,0
2018,8,26,36,25,0
2018,8,27,35,26,0
2018,8,28,36,26,0
2018,8,29,35,27,0
2018,8,30,33,27,1
2018,8,31,32,25,8
2018,9,1,27,23,100
2018,9,2,34,23,2
2018,9,3,34,23,0
2018,9,4,31,25,0
2018,9,5,32,23,0
2018,9,6,33,23,0
2018,9,7,31,22,14
2018,9,8,23,20,30
2018,9,9,24,21,73
2018,9,10,30,21,0
2018,9,11,31,21,0
2018,9,12,28,24,0
2018,9,13,30,22,0
2018,9,14,30,24,1
2018,9,15,30,24,2
